StudyNo.,SRA,Study,Species,Amplicon,Layout,Approximated Avg Spot Length,Region,Country,Substrate,SAMN,Latitude,Longitude,Packaging,Raw/RTE/Environment,Time,Lactate Dose,PAA,Study Code,Storage Days,Storage Temperature,Season
MK28,SRR13132299,28,beef,27F/519R,Paired,600,Oceania,Australia,beef,SAMN13163524,,,Vacuum,Raw,T2,,,BFA8T2R1_R1,,8,
MK28,SRR13132300,28,beef,27F/519R,Paired,600,Oceania,Australia,beef,SAMN13163526,,,Vacuum,Raw,T2,,,BFA8T2R2_R1,,8,
MK28,SRR13132301,28,beef,27F/519R,Paired,600,Oceania,Australia,beef,SAMN13163522,,,Vacuum,Raw,T1,,,BFA8T1_R1,,8,
MK28,SRR13132302,28,beef,27F/519R,Paired,600,Oceania,Australia,beef,SAMN13163520,,,Vacuum,Raw,T7,,,BFA4T7_R1,,4,
MK28,SRR13132303,28,beef,27F/519R,Paired,600,Oceania,Australia,beef,SAMN13163518,,,Vacuum,Raw,T6,,,BFA4T6_R1,,4,
MK28,SRR13132304,28,beef,27F/519R,Paired,600,Oceania,Australia,beef,SAMN13163482,,,Vacuum,Raw,T2,,,BFA0T2R2_R1,,0,
MK28,SRR13132305,28,beef,27F/519R,Paired,600,Oceania,Australia,beef,SAMN13163516,,,Vacuum,Raw,T5,,,BFA4T5_R1,,4,
MK28,SRR13132306,28,beef,27F/519R,Paired,600,Oceania,Australia,beef,SAMN13163514,,,Vacuum,Raw,T4,,,BFA4T4_R1,,4,
MK28,SRR13132307,28,beef,27F/519R,Paired,600,Oceania,Australia,beef,SAMN13163512,,,Vacuum,Raw,T3,,,BFA4T3_R1,,4,
MK28,SRR13132308,28,beef,27F/519R,Paired,600,Oceania,Australia,beef,SAMN13163510,,,Vacuum,Raw,T2,,,BFA4T2_R1,,4,
MK28,SRR13132309,28,beef,27F/519R,Paired,601,Oceania,Australia,beef,SAMN13163508,,,Vacuum,Raw,T1,,,BFA4T1_R1,,4,
MK28,SRR13132310,28,beef,27F/519R,Paired,600,Oceania,Australia,beef,SAMN13163504,,,Vacuum,Raw,T5,,,BFA2T5_R1,,2,
MK28,SRR13132311,28,beef,27F/519R,Paired,600,Oceania,Australia,beef,SAMN13163506,,,Vacuum,Raw,T6,,,BFA2T6_R1,,2,
MK28,SRR13132312,28,beef,27F/519R,Paired,600,Oceania,Australia,beef,SAMN13163502,,,Vacuum,Raw,T4,,,BFA2T4_R1,,2,
MK28,SRR13132313,28,beef,27F/519R,Paired,600,Oceania,Australia,beef,SAMN13163500,,,Vacuum,Raw,T3,,,BFA2T3_R1,,2,
MK28,SRR13132314,28,beef,27F/519R,Paired,600,Oceania,Australia,beef,SAMN13163498,,,Vacuum,Raw,T2,,,BFA2T2_R1,,2,
MK28,SRR13132315,28,beef,27F/519R,Paired,600,Oceania,Australia,beef,SAMN13163480,,,Vacuum,Raw,T2,,,BFA0T2R1_R1,,0,
MK28,SRR13132316,28,beef,27F/519R,Paired,600,Oceania,Australia,beef,SAMN13163496,,,Vacuum,Raw,T1,,,BFA2T1_R1,,2,
MK28,SRR13132317,28,beef,27F/519R,Paired,601,Oceania,Australia,beef,SAMN13163494,,,Vacuum,Raw,T7,,,BFA0T7R2_R1,,0,
MK28,SRR13132318,28,beef,27F/519R,Paired,601,Oceania,Australia,beef,SAMN13163492,,,Vacuum,Raw,T7,,,BFA0T7R1_R1,,0,
MK28,SRR13132319,28,beef,27F/519R,Paired,600,Oceania,Australia,beef,SAMN13163490,,,Vacuum,Raw,T6,,,BFA0T6_R1,,0,
MK28,SRR13132320,28,beef,27F/519R,Paired,600,Oceania,Australia,beef,SAMN13163488,,,Vacuum,Raw,T5,,,BFA0T5_R1,,0,
MK28,SRR13132321,28,beef,27F/519R,Paired,600,Oceania,Australia,beef,SAMN13163478,,,Vacuum,Raw,T1,,,BFA0T1_R1,,0,
MK28,SRR13277436,28,lamb,27F/519R,Paired,600,Oceania,Australia,lamb,SAMN13163906,,,Vacuum,Raw,T4,,,LA8T4_R1,,8,
MK28,SRR13277437,28,lamb,27F/519R,Paired,600,Oceania,Australia,lamb,SAMN13163904,,,Vacuum,Raw,T3,,,LA8T3_R1,,8,
MK28,SRR13277438,28,lamb,27F/519R,Paired,600,Oceania,Australia,lamb,SAMN13163902,,,Vacuum,Raw,T2,,,LA8T2R2_R1,,8,
MK28,SRR13277439,28,lamb,27F/519R,Paired,600,Oceania,Australia,lamb,SAMN13163900,,,Vacuum,Raw,T2,,,LA8T2R1_R1,,8,
MK28,SRR13277440,28,lamb,27F/519R,Paired,600,Oceania,Australia,lamb,SAMN13163914,,,Vacuum,Raw,T7,,,LA8T7R2_R1,,8,
MK28,SRR13277441,28,lamb,27F/519R,Paired,600,Oceania,Australia,lamb,SAMN13163912,,,Vacuum,Raw,T7,,,LA8T7R1_R1,,8,
MK28,SRR13277442,28,lamb,27F/519R,Paired,600,Oceania,Australia,lamb,SAMN13163910,,,Vacuum,Raw,T6,,,LA8T6_R1,,8,
MK28,SRR13277443,28,lamb,27F/519R,Paired,600,Oceania,Australia,lamb,SAMN13163908,,,Vacuum,Raw,T5,,,LA8T5_R1,,8,
MK28,SRR13277444,28,lamb,27F/519R,Paired,600,Oceania,Australia,lamb,SAMN13163898,,,Vacuum,Raw,T1,,,LA8T1_R1,,8,
MK28,SRR13280178,28,lamb,27F/519R,Paired,600,Oceania,Australia,lamb,SAMN13163926,,,Vacuum,Raw,T4,,,LD0T4_R1,,0,
MK28,SRR13280179,28,lamb,27F/519R,Paired,600,Oceania,Australia,lamb,SAMN13163924,,,Vacuum,Raw,T3,,,LD0T3_R1,,0,
MK28,SRR13280180,28,lamb,27F/519R,Paired,600,Oceania,Australia,lamb,SAMN13163922,,,Vacuum,Raw,T2,,,LD0T2R2_R1,,0,
MK28,SRR13280181,28,lamb,27F/519R,Paired,600,Oceania,Australia,lamb,SAMN13163920,,,Vacuum,Raw,T2,,,LD0T2R1_R1,,0,
MK28,SRR13280182,28,lamb,27F/519R,Paired,601,Oceania,Australia,lamb,SAMN13163980,,,Vacuum,Raw,T0,,,LDT0_R1,,0,
MK28,SRR13280183,28,lamb,27F/519R,Paired,600,Oceania,Australia,lamb,SAMN13163934,,,Vacuum,Raw,T7,,,LD0T7R2_R1,,0,
MK28,SRR13280184,28,lamb,27F/519R,Paired,600,Oceania,Australia,lamb,SAMN13163932,,,Vacuum,Raw,T7,,,LD0T7R1_R1,,0,
MK28,SRR13280185,28,lamb,27F/519R,Paired,601,Oceania,Australia,lamb,SAMN13163930,,,Vacuum,Raw,T6,,,LD0T6_R1,,0,
MK28,SRR13280186,28,lamb,27F/519R,Paired,600,Oceania,Australia,lamb,SAMN13163928,,,Vacuum,Raw,T5,,,LD0T5_R1,,0,
MK28,SRR13280187,28,lamb,27F/519R,Paired,600,Oceania,Australia,lamb,SAMN13163918,,,Vacuum,Raw,T1,,,LD0T1_R1,,0,
MK28,SRR13274856,28,beef,27F/519R,Paired,600,Oceania,Australia,beef,SAMN13163828,,,Vacuum,Raw,T5,,,BLC4T5_R1,,4,
MK28,SRR13274857,28,beef,27F/519R,Paired,600,Oceania,Australia,beef,SAMN13163826,,,Vacuum,Raw,T4,,,BLC4T4_R1,,4,
MK28,SRR13274858,28,beef,27F/519R,Paired,601,Oceania,Australia,beef,SAMN13163824,,,Vacuum,Raw,T3,,,BLC4T3_R1,,4,
MK28,SRR13274859,28,beef,27F/519R,Paired,600,Oceania,Australia,beef,SAMN13163822,,,Vacuum,Raw,T2,,,BLC4T2_R1,,4,
MK28,SRR13274860,28,beef,27F/519R,Paired,600,Oceania,Australia,beef,SAMN13163832,,,Vacuum,Raw,T7,,,BLC4T7_R1,,4,
MK28,SRR13274861,28,beef,27F/519R,Paired,600,Oceania,Australia,beef,SAMN13163830,,,Vacuum,Raw,T6,,,BLC4T6_R1,,4,
MK28,SRR13274862,28,beef,27F/519R,Paired,600,Oceania,Australia,beef,SAMN13163820,,,Vacuum,Raw,T1,,,BLC4T1_R1,,4,
MK28,SRR13274863,28,lamb,27F/519R,Paired,600,Oceania,Australia,lamb,SAMN13163876,,,Vacuum,Raw,T3,,,LA2T3_R1,,2,
MK28,SRR13274864,28,lamb,27F/519R,Paired,600,Oceania,Australia,lamb,SAMN13163874,,,Vacuum,Raw,T2,,,LA2T2_R1,,2,
MK28,SRR13274865,28,lamb,27F/519R,Paired,600,Oceania,Australia,lamb,SAMN13163882,,,Vacuum,Raw,T6,,,LA2T6_R1,,2,
MK28,SRR13274866,28,lamb,27F/519R,Paired,600,Oceania,Australia,lamb,SAMN13163872,,,Vacuum,Raw,T1,,,LA2T1_R1,,2,
MK28,SRR13274867,28,lamb,27F/519R,Paired,600,Oceania,Australia,lamb,SAMN13163880,,,Vacuum,Raw,T5,,,LA2T5_R1,,2,
MK28,SRR13274868,28,lamb,27F/519R,Paired,600,Oceania,Australia,lamb,SAMN13163878,,,Vacuum,Raw,T4,,,LA2T4_R1,,2,
MK28,SRR13275130,28,beef,27F/519R,Paired,600,Oceania,Australia,beef,SAMN13163848,,,Vacuum,Raw,T7,,,BLC8T7R1_R1,,8,
MK28,SRR13275131,28,beef,27F/519R,Paired,600,Oceania,Australia,beef,SAMN13163846,,,Vacuum,Raw,T6,,,BLC8T6_R1,,8,
MK28,SRR13275132,28,beef,27F/519R,Paired,600,Oceania,Australia,beef,SAMN13163844,,,Vacuum,Raw,T5,,,BLC8T5_R1,,8,
MK28,SRR13275133,28,beef,27F/519R,Paired,601,Oceania,Australia,beef,SAMN13163834,,,Vacuum,Raw,T1,,,BLC8T1_R1,,8,
MK28,SRR13275134,28,beef,27F/519R,Paired,600,Oceania,Australia,beef,SAMN13163842,,,Vacuum,Raw,T4,,,BLC8T4_R1,,8,
MK28,SRR13275135,28,beef,27F/519R,Paired,600,Oceania,Australia,beef,SAMN13163840,,,Vacuum,Raw,T3,,,BLC8T3_R1,,8,
MK28,SRR13275136,28,beef,27F/519R,Paired,600,Oceania,Australia,beef,SAMN13163838,,,Vacuum,Raw,T2,,,BLC8T2R2_R1,,8,
MK28,SRR13275137,28,beef,27F/519R,Paired,600,Oceania,Australia,beef,SAMN13163836,,,Vacuum,Raw,T2,,,BLC8T2R1_R1,,8,
MK28,SRR13275138,28,beef,27F/519R,Paired,600,Oceania,Australia,beef,SAMN13163850,,,Vacuum,Raw,T7,,,BLC8T7R2_R1,,8,
MK28,SRR13275169,28,lamb,27F/519R,Paired,600,Oceania,Australia,lamb,SAMN13163862,,,Vacuum,Raw,T4,,,LA0T4_R1,,0,
MK28,SRR13275170,28,lamb,27F/519R,Paired,600,Oceania,Australia,lamb,SAMN13163860,,,Vacuum,Raw,T3,,,LA0T3_R1,,0,
MK28,SRR13275171,28,lamb,27F/519R,Paired,600,Oceania,Australia,lamb,SAMN13163858,,,Vacuum,Raw,T2,,,LA0T2R2_R1,,0,
MK28,SRR13275172,28,lamb,27F/519R,Paired,600,Oceania,Australia,lamb,SAMN13163856,,,Vacuum,Raw,T2,,,LA0T2R1_R1,,0,
MK28,SRR13275173,28,lamb,27F/519R,Paired,601,Oceania,Australia,lamb,SAMN13163916,,,Vacuum,Raw,T0,,,LAT0_R1,,0,
MK28,SRR13275174,28,lamb,27F/519R,Paired,600,Oceania,Australia,lamb,SAMN13163870,,,Vacuum,Raw,T7,,,LA0T7R2_R1,,0,
MK28,SRR13275175,28,lamb,27F/519R,Paired,600,Oceania,Australia,lamb,SAMN13163868,,,Vacuum,Raw,T7,,,LA0T7R1_R1,,0,
MK28,SRR13275176,28,lamb,27F/519R,Paired,600,Oceania,Australia,lamb,SAMN13163866,,,Vacuum,Raw,T6,,,LA0T6_R1,,0,
MK28,SRR13275177,28,lamb,27F/519R,Paired,600,Oceania,Australia,lamb,SAMN13163864,,,Vacuum,Raw,T5,,,LA0T5_R1,,0,
MK28,SRR13275178,28,lamb,27F/519R,Paired,601,Oceania,Australia,lamb,SAMN13163854,,,Vacuum,Raw,T1,,,LA0T1_R1,,0,
MK28,SRR13275179,28,lamb,27F/519R,Paired,600,Oceania,Australia,lamb,SAMN13163892,,,Vacuum,Raw,T5,,,LA4T5_R1,,4,
MK28,SRR13275180,28,lamb,27F/519R,Paired,600,Oceania,Australia,lamb,SAMN13163890,,,Vacuum,Raw,T4,,,LA4T4_R1,,4,
MK28,SRR13275181,28,lamb,27F/519R,Paired,600,Oceania,Australia,lamb,SAMN13163888,,,Vacuum,Raw,T3,,,LA4T3_R1,,4,
MK28,SRR13275182,28,lamb,27F/519R,Paired,600,Oceania,Australia,lamb,SAMN13163886,,,Vacuum,Raw,T2,,,LA4T2_R1,,4,
MK28,SRR13275183,28,lamb,27F/519R,Paired,600,Oceania,Australia,lamb,SAMN13163896,,,Vacuum,Raw,T7,,,LA4T7_R1,,4,
MK28,SRR13275184,28,lamb,27F/519R,Paired,600,Oceania,Australia,lamb,SAMN13163894,,,Vacuum,Raw,T6,,,LA4T6_R1,,4,
MK28,SRR13275185,28,lamb,27F/519R,Paired,601,Oceania,Australia,lamb,SAMN13163884,,,Vacuum,Raw,T1,,,LA4T1_R1,,4,
MK28,SRR13302386,28,lamb,27F/519R,Paired,600,Oceania,Australia,lamb,SAMN13164034,,,Vacuum,Raw,T5,,,LE8T5_R1,,8,
MK28,SRR13302387,28,lamb,27F/519R,Paired,600,Oceania,Australia,lamb,SAMN13164032,,,Vacuum,Raw,T4,,,LE8T4_R1,,8,
MK28,SRR13302388,28,lamb,27F/519R,Paired,600,Oceania,Australia,lamb,SAMN13164030,,,Vacuum,Raw,T3,,,LE8T3_R1,,8,
MK28,SRR13302389,28,lamb,27F/519R,Paired,600,Oceania,Australia,lamb,SAMN13164028,,,Vacuum,Raw,T2,,,LE8T2_R1,,8,
MK28,SRR13302390,28,lamb,27F/519R,Paired,600,Oceania,Australia,lamb,SAMN13164038,,,Vacuum,Raw,T7,,,LE8T7_R1,,8,
MK28,SRR13302391,28,lamb,27F/519R,Paired,600,Oceania,Australia,lamb,SAMN13164036,,,Vacuum,Raw,T6,,,LE8T6_R1,,8,
MK28,SRR13302392,28,lamb,27F/519R,Paired,601,Oceania,Australia,lamb,SAMN13164026,,,Vacuum,Raw,T1,,,LE8T1_R1,,8,
MK28,SRR13302498,28,lamb,27F/519R,Paired,600,Oceania,Australia,lamb,SAMN13164020,,,Vacuum,Raw,T5,,,LE4T5_R1,,4,
MK28,SRR13302499,28,lamb,27F/519R,Paired,600,Oceania,Australia,lamb,SAMN13164018,,,Vacuum,Raw,T4,,,LE4T4_R1,,4,
MK28,SRR13302500,28,lamb,27F/519R,Paired,600,Oceania,Australia,lamb,SAMN13164016,,,Vacuum,Raw,T3,,,LE4T3_R1,,4,
MK28,SRR13302501,28,lamb,27F/519R,Paired,600,Oceania,Australia,lamb,SAMN13164014,,,Vacuum,Raw,T2,,,LE4T2_R1,,4,
MK28,SRR13302502,28,lamb,27F/519R,Paired,600,Oceania,Australia,lamb,SAMN13164024,,,Vacuum,Raw,T7,,,LE4T7_R1,,4,
MK28,SRR13302503,28,lamb,27F/519R,Paired,600,Oceania,Australia,lamb,SAMN13164022,,,Vacuum,Raw,T6,,,LE4T6_R1,,4,
MK28,SRR13302504,28,lamb,27F/519R,Paired,601,Oceania,Australia,lamb,SAMN13164012,,,Vacuum,Raw,T1,,,LE4T1_R1,,4,
MK28,SRR13284884,28,lamb,27F/519R,Paired,601,Oceania,Australia,lamb,SAMN13163944,,,Vacuum,Raw,T5,,,LD2T5_R1,,2,
MK28,SRR13284885,28,lamb,27F/519R,Paired,600,Oceania,Australia,lamb,SAMN13163942,,,Vacuum,Raw,T4,,,LD2T4_R1,,2,
MK28,SRR13284886,28,lamb,27F/519R,Paired,601,Oceania,Australia,lamb,SAMN13163940,,,Vacuum,Raw,T3,,,LD2T3_R1,,2,
MK28,SRR13284887,28,lamb,27F/519R,Paired,600,Oceania,Australia,lamb,SAMN13163938,,,Vacuum,Raw,T2,,,LD2T2_R1,,2,
MK28,SRR13284888,28,lamb,27F/519R,Paired,601,Oceania,Australia,lamb,SAMN13163946,,,Vacuum,Raw,T6,,,LD2T6_R1,,2,
MK28,SRR13284889,28,lamb,27F/519R,Paired,600,Oceania,Australia,lamb,SAMN13163936,,,Vacuum,Raw,T1,,,LD2T1_R1,,2,
MK28,SRR13286853,28,lamb,27F/519R,Paired,600,Oceania,Australia,lamb,SAMN13163956,,,Vacuum,Raw,T5,,,LD4T5_R1,,4,
MK28,SRR13286854,28,lamb,27F/519R,Paired,600,Oceania,Australia,lamb,SAMN13163954,,,Vacuum,Raw,T4,,,LD4T4_R1,,4,
MK28,SRR13286855,28,lamb,27F/519R,Paired,600,Oceania,Australia,lamb,SAMN13163952,,,Vacuum,Raw,T3,,,LD4T3_R1,,4,
MK28,SRR13286856,28,lamb,27F/519R,Paired,600,Oceania,Australia,lamb,SAMN13163950,,,Vacuum,Raw,T2,,,LD4T2_R1,,4,
MK28,SRR13286857,28,lamb,27F/519R,Paired,601,Oceania,Australia,lamb,SAMN13163960,,,Vacuum,Raw,T7,,,LD4T7_R1,,4,
MK28,SRR13286858,28,lamb,27F/519R,Paired,600,Oceania,Australia,lamb,SAMN13163958,,,Vacuum,Raw,T6,,,LD4T6_R1,,4,
MK28,SRR13286859,28,lamb,27F/519R,Paired,601,Oceania,Australia,lamb,SAMN13163948,,,Vacuum,Raw,T1,,,LD4T1_R1,,4,
MK28,SRR13292266,28,lamb,27F/519R,Paired,600,Oceania,Australia,lamb,SAMN13163996,,,Vacuum,Raw,T7,,,LE0T7R1_R1,,0,
MK28,SRR13292267,28,lamb,27F/519R,Paired,600,Oceania,Australia,lamb,SAMN13163994,,,Vacuum,Raw,T6,,,LE0T6_R1,,0,
MK28,SRR13292268,28,lamb,27F/519R,Paired,600,Oceania,Australia,lamb,SAMN13163992,,,Vacuum,Raw,T5,,,LE0T5_R1,,0,
MK28,SRR13292269,28,lamb,27F/519R,Paired,600,Oceania,Australia,lamb,SAMN13163982,,,Vacuum,Raw,T1,,,LE0T1_R1,,0,
MK28,SRR13292270,28,lamb,27F/519R,Paired,600,Oceania,Australia,lamb,SAMN13163990,,,Vacuum,Raw,T4,,,LE0T4_R1,,0,
MK28,SRR13292271,28,lamb,27F/519R,Paired,600,Oceania,Australia,lamb,SAMN13163988,,,Vacuum,Raw,T3,,,LE0T3_R1,,0,
MK28,SRR13292272,28,lamb,27F/519R,Paired,600,Oceania,Australia,lamb,SAMN13163986,,,Vacuum,Raw,T2,,,LE0T2R2_R1,,0,
MK28,SRR13292273,28,lamb,27F/519R,Paired,600,Oceania,Australia,lamb,SAMN13163984,,,Vacuum,Raw,T2,,,LE0T2R1_R1,,0,
MK28,SRR13292274,28,lamb,27F/519R,Paired,601,Oceania,Australia,lamb,SAMN13164040,,,Vacuum,Raw,T0,,,LET0_R1,,0,
MK28,SRR13292275,28,lamb,27F/519R,Paired,600,Oceania,Australia,lamb,SAMN13163998,,,Vacuum,Raw,T7,,,LE0T7R2_R1,,0,
MK28,SRR13292323,28,lamb,27F/519R,Paired,600,Oceania,Australia,lamb,SAMN13163970,,,Vacuum,Raw,T4,,,LD8T4_R1,,8,
MK28,SRR13292324,28,lamb,27F/519R,Paired,600,Oceania,Australia,lamb,SAMN13163968,,,Vacuum,Raw,T3,,,LD8T3_R1,,8,
MK28,SRR13292325,28,lamb,27F/519R,Paired,601,Oceania,Australia,lamb,SAMN13163966,,,Vacuum,Raw,T2,,,LD8T2R2_R1,,8,
MK28,SRR13292326,28,lamb,27F/519R,Paired,600,Oceania,Australia,lamb,SAMN13163964,,,Vacuum,Raw,T2,,,LD8T2R1_R1,,8,
MK28,SRR13292327,28,lamb,27F/519R,Paired,600,Oceania,Australia,lamb,SAMN13163978,,,Vacuum,Raw,T7,,,LD8T7R2_R1,,8,
MK28,SRR13292328,28,lamb,27F/519R,Paired,600,Oceania,Australia,lamb,SAMN13163976,,,Vacuum,Raw,T7,,,LD8T7R1_R1,,8,
MK28,SRR13292329,28,lamb,27F/519R,Paired,600,Oceania,Australia,lamb,SAMN13163974,,,Vacuum,Raw,T6,,,LD8T6_R1,,8,
MK28,SRR13292330,28,lamb,27F/519R,Paired,600,Oceania,Australia,lamb,SAMN13163972,,,Vacuum,Raw,T5,,,LD8T5_R1,,8,
MK28,SRR13292331,28,lamb,27F/519R,Paired,600,Oceania,Australia,lamb,SAMN13163962,,,Vacuum,Raw,T1,,,LD8T1_R1,,8,
MK28,SRR13297065,28,lamb,27F/519R,Paired,600,Oceania,Australia,lamb,SAMN13164008,,,Vacuum,Raw,T5,,,LE2T5_R1,,2,
MK28,SRR13297066,28,lamb,27F/519R,Paired,600,Oceania,Australia,lamb,SAMN13164006,,,Vacuum,Raw,T4,,,LE2T4_R1,,2,
MK28,SRR13297067,28,lamb,27F/519R,Paired,600,Oceania,Australia,lamb,SAMN13164004,,,Vacuum,Raw,T3,,,LE2T3_R1,,2,
MK28,SRR13297068,28,lamb,27F/519R,Paired,600,Oceania,Australia,lamb,SAMN13164002,,,Vacuum,Raw,T2,,,LE2T2_R1,,2,
MK28,SRR13297069,28,lamb,27F/519R,Paired,600,Oceania,Australia,lamb,SAMN13164010,,,Vacuum,Raw,T6,,,LE2T6_R1,,2,
MK28,SRR13297070,28,lamb,27F/519R,Paired,601,Oceania,Australia,lamb,SAMN13164000,,,Vacuum,Raw,T1,,,LE2T1_R1,,2,
XZ29,SRR9940699,29,sheep,V3-V4,Single,458,East Asia,China,mutton rolls,SAMN12542051,45.661656,126.619143,Permeable film,Raw,,,,Md-1,,,
XZ29,SRR9940700,29,sheep,V3-V4,Single,465,East Asia,China,mutton rolls,SAMN12542052,45.661656,126.619143,Permeable film,Raw,,,,Md-2,,,
XZ29,SRR9940701,29,sheep,V3-V4,Single,465,East Asia,China,mutton rolls,SAMN12542053,45.661656,126.619143,Permeable film,Raw,,,,Md-3,,,
YL30,SRR9040835,30,Beef,V3-V4,Paired,594,East Asia,China,Beef loins,SAMN11618177,37.64 N ,117.58 E,Vacuum,Raw,,,,Y-20W-9,,,
YL30,SRR9040836,30,Beef,V3-V4,Paired,594,East Asia,China,Beef loins,SAMN11618178,37.64 N ,117.58 E,Vacuum,Raw,,,,Y-20W-10,,,
YL30,SRR9040837,30,Beef,V3-V4,Paired,588,East Asia,China,Beef loins,SAMN11618160,37.64 N ,117.58 E,Vacuum,Raw,,,,Y-9W-4,,,
YL30,SRR9040838,30,Beef,V3-V4,Paired,594,East Asia,China,Beef loins,SAMN11618175,37.64 N ,117.58 E,Vacuum,Raw,,,,Y-20W-4,,,
YL30,SRR9040839,30,Beef,V3-V4,Paired,593,East Asia,China,Beef loins,SAMN11618137,42.92 N ,122.34 E,Vacuum,Raw,,,,K-15W-5,,,
YL30,SRR9040840,30,Beef,V3-V4,Paired,594,East Asia,China,Beef loins,SAMN11618138,42.92 N ,122.34 E,Vacuum,Raw,,,,K-15W-6,,,
YL30,SRR9040841,30,Beef,V3-V4,Paired,594,East Asia,China,Beef loins,SAMN11618133,42.92 N ,122.34 E,Vacuum,Raw,,,,K-12W-6,,,
YL30,SRR9040842,30,Beef,V3-V4,Paired,593,East Asia,China,Beef loins,SAMN11618134,42.92 N ,122.34 E,Vacuum,Raw,,,,K-15W-2,,,
YL30,SRR9040843,30,Beef,V3-V4,Paired,593,East Asia,China,Beef loins,SAMN11618135,42.92 N ,122.34 E,Vacuum,Raw,,,,K-15W-3,,,
YL30,SRR9040844,30,Beef,V3-V4,Paired,594,East Asia,China,Beef loins,SAMN11618136,42.92 N ,122.34 E,Vacuum,Raw,,,,K-15W-4,,,
YL30,SRR9040845,30,Beef,V3-V4,Paired,593,East Asia,China,Beef loins,SAMN11618129,42.92 N ,122.34 E,Vacuum,Raw,,,,K-12W-2,,,
YL30,SRR9040846,30,Beef,V3-V4,Paired,593,East Asia,China,Beef loins,SAMN11618130,42.92 N ,122.34 E,Vacuum,Raw,,,,K-12W-3,,,
YL30,SRR9040847,30,Beef,V3-V4,Paired,593,East Asia,China,Beef loins,SAMN11618131,42.92 N ,122.34 E,Vacuum,Raw,,,,K-12W-4,,,
YL30,SRR9040848,30,Beef,V3-V4,Paired,594,East Asia,China,Beef loins,SAMN11618132,42.92 N ,122.34 E,Vacuum,Raw,,,,K-12W-5,,,
YL30,SRR9040849,30,Beef,V3-V4,Paired,594,East Asia,China,Beef loins,SAMN11618155,37.64 N ,117.58 E,Vacuum,Raw,,,,Y-6W-4,,,
YL30,SRR9040850,30,Beef,V3-V4,Paired,594,East Asia,China,Beef loins,SAMN11618156,37.64 N ,117.58 E,Vacuum,Raw,,,,Y-6W-5,,,
YL30,SRR9040851,30,Beef,V3-V4,Paired,594,East Asia,China,Beef loins,SAMN11618153,37.64 N ,117.58 E,Vacuum,Raw,,,,Y-3W-10,,,
YL30,SRR9040852,30,Beef,V3-V4,Paired,594,East Asia,China,Beef loins,SAMN11618154,37.64 N ,117.58 E,Vacuum,Raw,,,,Y-6W-1,,,
YL30,SRR9040853,30,Beef,V3-V4,Paired,594,East Asia,China,Beef loins,SAMN11618151,37.64 N ,117.58 E,Vacuum,Raw,,,,Y-3W-5,,,
YL30,SRR9040854,30,Beef,V3-V4,Paired,594,East Asia,China,Beef loins,SAMN11618152,37.64 N ,117.58 E,Vacuum,Raw,,,,Y-3W-9,,,
YL30,SRR9040855,30,Beef,V3-V4,Paired,594,East Asia,China,Beef loins,SAMN11618149,37.64 N ,117.58 E,Vacuum,Raw,,,,Y-3W-1,,,
YL30,SRR9040856,30,Beef,V3-V4,Paired,594,East Asia,China,Beef loins,SAMN11618150,37.64 N ,117.58 E,Vacuum,Raw,,,,Y-3W-4,,,
YL30,SRR9040857,30,Beef,V3-V4,Paired,594,East Asia,China,Beef loins,SAMN11618169,37.64 N ,117.58 E,Vacuum,Raw,,,,Y-15W-1,,,
YL30,SRR9040858,30,Beef,V3-V4,Paired,594,East Asia,China,Beef loins,SAMN11618170,37.64 N ,117.58 E,Vacuum,Raw,,,,Y-15W-4,,,
YL30,SRR9040859,30,Beef,V3-V4,Paired,594,East Asia,China,Beef loins,SAMN11618171,37.64 N ,117.58 E,Vacuum,Raw,,,,Y-15W-5,,,
YL30,SRR9040860,30,Beef,V3-V4,Paired,594,East Asia,China,Beef loins,SAMN11618172,37.64 N ,117.58 E,Vacuum,Raw,,,,Y-15W-9,,,
YL30,SRR9040861,30,Beef,V3-V4,Paired,594,East Asia,China,Beef loins,SAMN11618173,37.64 N ,117.58 E,Vacuum,Raw,,,,Y-15W-10,,,
YL30,SRR9040862,30,Beef,V3-V4,Paired,594,East Asia,China,Beef loins,SAMN11618174,37.64 N ,117.58 E,Vacuum,Raw,,,,Y-20W-1,,,
YL30,SRR9040863,30,Beef,V3-V4,Paired,594,East Asia,China,Beef loins,SAMN11618157,37.64 N ,117.58 E,Vacuum,Raw,,,,Y-6W-9,,,
YL30,SRR9040864,30,Beef,V3-V4,Paired,594,East Asia,China,Beef loins,SAMN11618158,37.64 N ,117.58 E,Vacuum,Raw,,,,Y-6W-10,,,
YL30,SRR9040865,30,Beef,V3-V4,Paired,594,East Asia,China,Beef loins,SAMN11618118,42.92 N ,122.34 E,Vacuum,Raw,,,,K-3W-6,,,
YL30,SRR9040866,30,Beef,V3-V4,Paired,594,East Asia,China,Beef loins,SAMN11618117,42.92 N ,122.34 E,Vacuum,Raw,,,,K-3W-5,,,
YL30,SRR9040867,30,Beef,V3-V4,Paired,594,East Asia,China,Beef loins,SAMN11618112,42.92 N ,122.34 E,Vacuum,Raw,,,,K-0W-5,,,
YL30,SRR9040868,30,Beef,V3-V4,Paired,594,East Asia,China,Beef loins,SAMN11618111,42.92 N ,122.34 E,Vacuum,Raw,,,,K-0W-4,,,
